x,y,id
7.907787,47.979078,5167a650-5b64-4a46-9f3b-c7e008027e8c
7.85161,47.982622,73ddf7c8-95ed-4a9c-b111-29d9be9d49c5
7.81215,48.021233,e9dcd099-ebf9-4c7e-843a-d6849b96b39e
7.857203,48.01372,753a98e5-c735-4cad-90c6-607641de9f7a
7.867427,48.00681,a911db84-5f00-4f2a-acb1-32cd1ad4db13
7.8675370000000004,48.006802,7797180c-b105-43a0-882c-7e57363582d2
7.854547,48.010077,c34fed67-a780-49f1-be37-e38a6631dda6
7.810442,48.012482,4c36c25c-5b95-460a-a260-fe3941b0964d
7.839848,47.994388,ddb15821-3b77-4dfb-bb47-1cbd85be79d6
7.852502,48.00767,86674639-9043-4df7-a6bd-590725c7721d
7.852068,47.98549,dee56863-9054-452e-ba0a-d5dba05ef371
7.841417,48.015782,9d3eb597-0a68-4586-ade0-d94bf4ac6953
7.797613,47.992297,8fa7718d-a41a-4100-8be3-e269b87037c1
7.852163,47.997387,bbab412a-01ec-4165-9d2c-52a7c49cc15d
7.812108,48.021202,0d0083aa-64f2-46c4-a11b-622578a46fcd
7.844877,47.999997,d16336c7-7eed-49e4-b976-9d1a350b1539
7.8416630000000005,47.982517,bd9d0816-0c38-41ea-83c1-b7429e9e271d
7.805808,47.994065,0a5ccd59-f41b-4e6a-acee-8d26adac68aa
7.8057,48.011345,090102eb-3fc1-452f-8fa5-bebf1cc10b32
7.830107,47.992415,0bd19dae-335f-43de-bd89-49099f90bd8d
7.8329450000000005,47.985013,68774f01-3924-4f31-8afb-ca4a93c75ef1
7.9071,47.985418,1183d940-e445-4552-9151-371a5b003a5f
7.839227,48.021338,845b0970-4154-4baa-a04b-fd891f009b84
7.8157879999999995,48.008675,60c95f41-1dc1-4c69-8c79-bb32fc46369e
7.815803,48.007865,6da7e5d1-2860-4b57-87fc-d9d026109fb0
7.807323,48.014327,34aa2893-b5f5-4c76-a4e3-66f9467a2de2
7.842265,48.001583,cb501f0e-9930-4985-8d27-dd474bab8298
7.834232,47.980062,0751e245-6bb1-4f19-8598-3dab0af60fca
7.828408,47.976225,bffa96df-a3b7-4e68-9fba-68173a7fde24
7.83708,47.991205,f88bccc6-9801-4f04-b0ec-2ef8622f07f4
7.8539,48.020312,31d161f8-1543-42f8-a71b-eec6a47cc4dd
7.82827,47.976925,e5faee0a-00fb-4eee-a7fc-c00f89995456
7.862292,47.99119,cbe29a34-bc6b-485a-8787-497f2e1c8fd3
7.8562899999999996,47.997423,18176487-45ad-4036-8ac8-a713a905ad96
7.8104569999999995,48.012528,f973a670-bddd-4fa7-b0ca-73f9e60b60d4
7.838415,47.998865,71bd5d95-65fa-47d4-a944-f5bf1d08b21c
7.86945,48.007288,a91184d9-904e-4e6f-91be-1a9d0a21f3f0
7.907538,47.976685,dfa5b32f-db9d-47a0-adb6-93631c59441b
7.90718,47.985445,c39ca9f0-df2c-402e-bf83-cb3c84f9f7e8
7.836008,47.993795,028e2634-e49e-4803-b050-a3687130fe80
7.870038,48.007053,547a23d9-03ca-493a-97ac-5fd7cad8049e
7.817633,48.00832,0133da15-a433-4b13-8979-5b66a4ec6eeb
7.864715,48.008308,4b787ddb-e523-4c4a-b922-2b60d6ad0775
7.828442,47.97618,2fe58f59-7744-441a-9faa-4038c4fb0c4f
7.800845,47.98108,81a404ba-d2d5-461b-9689-c0d7bbd98a2a
7.8139520000000005,48.004508,0cbcf0a2-a189-4d64-a0e8-6fb3fe65c3e1
7.870043,48.00705,fc61a799-8ae8-4ee7-96a8-ef3021bd21da
7.80738,47.997823,9fa6bf2f-e376-42f5-816f-cb8c544f296d
7.8095099999999995,48.028123,186480a2-ae89-4d4c-9ea6-ce4c162f886d
7.80921,47.999095,0c3434e9-eab3-44e9-8ce4-44524384eabd
7.828518,47.994097,18a93e70-ee4c-47cd-9e4e-8cbff4df952d
7.801822,47.997208,8a905ab9-79ab-45ef-a775-c634b0e1835c
7.86779,48.00685,43945fd3-e492-4305-a670-7b72714a9486
7.824095,48.00791,21a4ed8a-6fca-46f8-817c-7bc3623d607b
7.856998,47.999128,fd82fff3-2b94-4bd6-8adc-eb59a4c8537c
7.807668,48.014268,c2bbfff5-bb2b-42ba-b300-f70e0183b398
7.837847,47.975275,58785851-0c7c-4164-86a0-22926decddf3
7.824557,47.985867999999996,0dc08be7-f122-40c9-a397-462d61b9fa42
7.794388,47.9767,07266af2-5f9f-4ca1-864b-aa2e3b4b272e
7.845322,48.028145,c2766633-ce2d-4d02-abe0-ff5fed6425c2
7.847865,47.981305,aac46a8d-ff76-42b2-acb6-136953e41d2e
7.851525,48.033722,091d8130-095c-4d91-8901-2cd7fd789ff7
7.80726,48.014227,17f27925-b02c-4fd2-878f-eb91ba07b56f
7.827788,47.972427,6923616d-7c8f-4da2-8f00-633350ea00d6
7.817647,48.007718,00eeb7f6-600f-4681-9ece-f6deabd24959
7.864035,48.01751,9286d649-b25b-4b21-aba8-9f8abd118919
7.822338,47.976962,75f76e41-3646-47cc-9b50-6481d39e02e4
7.863745,47.988487,c9af4a15-bdc6-43c5-8252-11f979ec40a3
7.811515,48.01052,3a4ddf88-a82a-4c5c-b204-22b628129ea4
7.853463,47.98744,f8afc0e3-6d46-4836-a459-d8d044ef4ddc
7.84138,48.015803,ca7844b8-c2d3-4d4c-aefa-4b579ff4ebe4
7.89136,47.982082,56d4b3e8-afd3-49e7-993a-a1c56df3a3e1
7.85499,48.004358,6e4e625c-e87e-4c0b-8e32-18d592c5aa65
7.807932,48.012633,144ce8cb-c89c-453d-9106-b7b4157dbb45
7.864563,48.018418,f082a9e9-49ef-45f9-a732-3bea0537a446
7.90763,47.98546,702657c0-9d10-418e-b345-ad21ad47b57e
7.812105,48.021257,e3517b20-a3c4-41e4-bc80-a5ab933d2c7d
7.810383,48.012458,454f4e0c-ecbc-425b-a566-abcbaeb65229
7.8439879999999995,48.031532,69befeb0-ddff-426d-93dd-6168a28d9232
7.83922,47.996965,b0c81024-673c-4502-8b9f-a939a487aa9f
7.825335,47.995328,55e9ac35-4c4c-42cd-9197-524dc068cedd
7.822568,47.977285,6770d6f6-59ad-4218-805d-a230ae8eb676
7.78977,48.003208,764c6dc2-3d4a-41aa-bc2b-802c66d6310c
7.831543,48.009895,33e051b1-864d-4c11-83a2-337cce46f0cd
7.910995,47.977363,9ef6a0e3-7c61-496d-900d-b993e69a50f0
7.811438,47.998048,88134fe7-2ca4-4b78-9d9e-cff9343621fd
7.845298,47.994052,b55259c1-1c28-4ee9-b133-ea3b8ea2c908
7.907078,47.985438,13394bf5-22d0-452e-ac74-28864248bb92
7.839862,48.002463,2fbb03da-8bd5-4ae1-a576-6ad7b3948390
7.824622,47.985618,7b0f4ef0-9834-4d0d-af99-2c04e409791e
7.809543,48.02652,4aeb98aa-e074-47cb-a249-8a3c3f990e6f
7.806692,47.993482,69d4eb73-5e9d-4981-a079-4eb588441a23
7.858618,47.991732999999996,e0ba8882-1e1b-48a6-9757-f270b008905c
7.862995,48.003178,8186beb7-864a-43ab-81c6-0f92967bd45f
7.840627,47.997753,55c541ba-418e-4548-b356-f41bda574470
7.817947,48.004963,e960779c-e111-4475-8265-f774eb3da195
7.893772,47.98497,df30eb89-a6d5-4eec-a329-44281c03c4f1
7.803122,48.019195,94713f0e-fb14-4834-8853-0e1f1867008c
7.907787,47.97907,29793ba1-6e23-471a-b843-be4a5642caf4
7.800908,47.981078,f9b229a7-8589-4ee3-9c3d-6b7486157816
7.85301,48.005962,14ded619-25c3-42a5-9022-0baa47ca2368
7.80227,47.999067,7d9877a3-7123-4048-9975-c892bb576790
7.85741,47.985853,3a749812-23df-41d4-9ea1-c669ac6f985b
7.880028,47.991047,180feb5d-d869-4a3c-bcff-8352256ae8f8
7.908467,47.985878,7956ac51-3d94-422d-b858-78e5f489871a
7.822557,47.97732,9af87162-6866-4d35-b278-ad8d5a20c243
7.82253,47.977283,153086fe-d4fd-4c14-a49c-da08e26420a0
7.848018,48.00694,e891ad2d-2fce-464b-8476-56007dcb6c99
7.860202,48.001705,10b5dc28-0cfc-453a-9be4-cf27c37d749b
7.838665,47.996083,c46e4a49-b445-42fe-b213-c827b33aab95
7.807113,48.013805,2cfe5ce4-79ed-4e23-8289-91c4d5658b6f
7.858868,47.986685,6da6cb11-d54e-4c05-a84d-3fbb0c0d1846
7.795243,47.988547,e7c28ca7-8f00-417a-8cd4-0e4a8be59e39
7.808328,47.996362,32ed49b3-ed32-4639-bd59-a5386d58091f
7.822563,47.977378,01bffa4c-f984-4937-9a29-d44bb3058da7
7.82943,48.010145,65ccfefa-ab61-4b6a-8938-725918f30de3
7.859835,48.024125,dc24b589-ffe0-40c6-bf74-63ba2a60fd38
7.810687,47.993067,28417232-8b8b-46d5-ad7a-55abbc946ca0
7.847965,48.00696,3e91293d-20aa-4cd0-be68-a9167146b70f
7.826858,48.01578,4a502109-7134-4d78-91e0-9bee4d886039
7.857805,48.022308,448ed4af-c2d0-4c1e-81a8-2d117e74cfdb
