x,y,id
11.010082,50.97281,1362
11.022065,50.984004,1392
11.009875,50.965011,1389
9.946925,51.554204999999996,1088
11.037067,50.97272,1241
11.035331,50.978294,1417
9.962832,51.522129,1230
11.035244,50.978411,1397
11.035137,50.978256,1260
11.027773,50.979398,1357
11.027819,51.000127,1297
7.799772,47.990881,1449
9.932019,51.55712,1465
7.814839,47.994442,1505
11.009895,50.964995,1227
11.033646,50.978364,1478
11.013737,50.983481,1229
9.943864,51.521574,1329
11.053724,50.969873,1425
11.036728,50.972848,1350
11.019809,50.974806,1269
9.94362,51.562137,1381
9.956428,51.521433,1376
9.931959,51.565268,1266
11.034131,50.981924,1284
11.024096,50.97818,1219
11.024112,50.97818,1420
9.951299,51.559371,1245
11.024143,50.978195,1239
11.010902,50.973325,1398
9.9440583,51.5256366,1080
7.829782,47.972455,1486
9.9432866,51.548469999999995,1078
9.958889,51.549383,1225
11.037721,50.979879,1341
9.942519,51.522521,1373
7.802287,47.989221,1370
9.9321933,51.5387583,1044
9.942392,51.55025,1244
9.953547,51.509641,1490
7.856044,48.013027,1539
11.020856,50.976613,1515
11.030408,50.986606,1403
9.9386783,51.523889999999994,1064
7.849376,48.012467,1474
9.916141,51.535367,1481
9.9533966,51.5097366,1040
9.9488483,51.5270983,1059
7.824084,48.000121,1289
9.9614233,51.5202883,1020
7.82679,47.982534,1257
9.928432,51.536898,1532
9.9585983,51.5210049,1068
11.025547,50.973806,1261
11.009429,50.979732,1318
9.944286,51.542154,1202
7.87181,47.989567,1314
11.016411,51.005783,1446
7.819606,48.019758,1319
7.832499,48.012834,1288
11.063466,50.95879,1549
9.94752,51.525084,1536
11.017838,50.977773,1330
11.034546,50.972971,1475
9.927432,51.529328,1394
11.026413,50.977985,1404
11.036158,50.97444,1355
9.95786,51.520856,1259
9.935255,51.555041599999996,1065
9.93137,51.555105,1039
9.9006183,51.536625,1035
9.9448683,51.534858299999996,1008
9.9535333,51.5313483,1006
11.024177,50.978282,1240
11.037603,50.980085,1328
11.048049,50.985358,1432
11.020344,50.975342,1368
9.940462,51.564312,1372
7.862144,48.022438,1503
7.81152,47.997929,1333
9.9357733,51.522805,1029
7.844573,47.988675,1516
9.95692,51.519385,1072
7.808288,47.980944,1415
9.9563066,51.5406366,1032
11.010073,50.972811,1356
7.79595,47.996034,1267
9.97054,51.521837,1426
9.955881,51.54133,1395
11.039294,50.97631,1440
7.820348,47.985107,1255
9.935843,51.522912,1324
9.934955,51.5488383,1070
11.035248,50.965226,1249
11.025427,50.976469,1210
11.03252,50.976792,1542
7.849705,48.009676,1498
7.796436,48.000578,1487
11.016481,50.976347,1399
11.010061,50.973033,1369
7.859318,48.024653,1438
11.032088,51.005585,1335
9.9341666,51.565619999999996,1096
11.033645,51.00229,1374
11.033431,50.982725,1462
11.049524,50.960996,1509
9.94685,51.546479999999995,1019
7.825326,47.995517,1254
7.822921,47.976302,1513
9.946775,51.539398,1551
9.935948,51.554663,1320
7.818848,47.976303,1298
9.941888299999999,51.559246599999994,1069
9.947997,51.547507,1468
7.849065,47.981554,1252
7.849446,48.012467,1301
7.795638,47.980324,1501
7.874506,47.991718,1491
7.862843,48.004857,1295
9.933466,51.520264,1416
11.039341,50.976355,1448
9.958218,51.524642,1211
7.835076,47.994463,1541
9.94468,51.52695,1015
11.037103,50.972752,1364
11.033295,50.976672,1248
11.035057,50.976598,1332
7.865424,48.016891,1473
11.055849,50.971102,1382
11.037124,50.972867,1359
9.953574,51.530426,1235
11.036915,50.97293,1247
11.05614,50.967045,1518
11.02409,50.978176,1464
11.049788,50.986364,1238
11.02305,50.972498,1307
11.042461,50.978284,1435
9.9363966,51.5451566,1018
11.020257,50.974346,1233
9.9566366,51.539501599999994,1004
9.9379333,51.557959999999994,1060
7.866617,48.019657,1338
11.037003,50.972826,1378
11.009024,50.97852,1348
9.943635,51.562167,1418
9.9519216,51.534495,1057
7.831307,47.982955,1520
9.9341949,51.565635,1017
9.9352299,51.555061599999995,1011
9.9388883,51.5180583,1073
7.860414,48.000377,1436
9.9363083,51.5317666,1091
9.935996,51.545968,1206
11.049279,50.986194,1423
11.044909,50.96451,1349
9.938373,51.520034,1262
9.9351716,51.555093299999996,1014
11.039208,50.97638,1459
9.933298299999999,51.53281,1063
9.934238299999999,51.564241599999995,1025
11.038814,50.976429,1442
9.9228049,51.528846599999994,1048
9.922553,51.535866,1277
11.04122,50.969631,1445
11.037053,50.972638,1234
7.828758,47.973183,1528
11.025971,50.983477,1401
11.033535,50.995784,1343
9.9494666,51.5399683,1071
11.0141,50.979356,1237
11.023719,50.985292,1379
9.94764,51.539818,1461
11.045084,50.971567,1204
9.9305033,51.5420466,1010
9.945395,51.563827,1212
11.025739,51.002351,1323
9.930214999999999,51.545474999999996,1002
9.93306,51.526818299999995,1041
7.820126,47.975802,1216
9.948195,51.543638,1390
9.933101,51.553094,1209
7.795041,47.977705,1264
11.010293,50.976329,1363
7.862998,48.014102,1273
11.033097,50.975843,1201
7.865856,47.98916,1534
9.940364,51.544971,1272
11.022693,50.971617,1371
9.918825,51.5425433,1084
7.818715,47.975833,1312
11.032432,50.976913,1414
7.813364,47.980756,1311
9.931347,51.555126,1388
11.057943,50.961935,1411
11.028248,51.000947,1386
7.848916,47.981544,1479
9.9506699,51.509313299999995,1034
11.044518,50.983926,1226
11.037836,50.973083,1489
9.952068,51.557671,1231
9.953363,51.525066,1431
7.893612,47.984903,1510
11.024114,50.978179,1200
11.042079,50.987349,1250
7.810392,47.993805,1406
9.9284983,51.5216016,1001
9.931695,51.553118299999994,1075
9.922396599999999,51.567115,1005
7.823611,47.984091,1316
7.820231,47.990784,1281
11.018374,50.975298,1393
11.031596,50.988123,1469
11.032397,51.005418,1251
7.863257,48.024035,1485
9.933433,51.560857,1360
9.913985,51.541388,1460
7.835752,47.997669,1538
7.834773,47.992008,1322
7.863402,48.006558,1340
9.931988,51.561057,1327
9.957706,51.520947,1444
7.824935,47.978122,1458
7.869803,47.988209,1410
11.009554,50.974892,1358
11.028835,50.963354,1221
7.84892,47.98161,1299
11.034668,50.98009,1346
11.032572,50.978286,1256
9.921529999999999,51.529753299999996,1098
9.9176933,51.538431599999996,1095
9.943523,51.5444,1466
11.033332,50.976802,1354
7.825405,48.007276,1540
7.820549,47.990299,1268
7.811656,47.986693,1470
7.791343,47.999378,1385
11.021082,50.970699,1496
7.811023,47.986185,1525
9.9585333,51.5209833,1042
7.800874,47.993895,1455
9.944928,51.529538,1361
7.787577,48.000642,1282
9.937085,51.546499999999995,1081
7.821602,47.975474,1524
9.95599,51.512617,1305
11.003063,51.006323,1402
11.010391,50.972289,1205
11.055956,50.971199,1276
7.865385,48.016944,1544
7.81883,47.976103,1294
7.894327,47.98432,1217
7.823255,47.983684,1545
7.869422,48.002479,1351
9.9581933,51.524756599999996,1067
9.9392683,51.564956599999995,1046
7.863225,48.004641,1452
11.039646,50.985773,1427
9.970897,51.517257,1220
11.03833,50.977376,1517
9.9386216,51.5559833,1097
11.027778,50.979298,1345
7.83498,47.995783,1278
11.032232,51.005551,1337
9.968023299999999,51.5121999,1052
11.008983,50.97856,1384
7.890017,47.98578,1506
11.044991,50.964297,1531
9.932733299999999,51.549428299999995,1036
11.024166,50.978283,1313
7.832887,48.003335,1224
11.053731,50.969826,1502
11.03443,50.959894,1383
9.942344,51.522822,1367
9.961732,51.5197,1429
11.02777,50.979292,1203
11.020045,50.97518,1353
7.857909,47.995634,1480
11.020483,50.986115,1242
11.025442,50.976474,1304
11.019324,50.986257,1463
11.032456,50.988125,1228
11.020031,50.981989,1488
7.82886,47.980319,1476
9.9420666,51.5510999,1061
